GVF,PR,RE,NU
0.993385,0.671253,15.7875,4.94934
0.993385,0.671253,15.7875,4.94934
0.994446,0.648043,15.2541,4.90814
0.994446,0.648043,15.2541,4.90814
0.996132,0.631057,14.8795,4.87437
0.996132,0.631057,14.8795,4.87437
0.997568,0.615831,14.5428,4.8436
0.997568,0.615831,14.5428,4.8436
0.998177,0.604088,14.275,4.8214
0.998177,0.604088,14.275,4.8214
0.998459,0.59262,14.0082,4.80333
0.998459,0.59262,14.0082,4.80333
0.998655,0.578581,13.6794,4.78203
0.998655,0.578581,13.6794,4.78203
0.998965,0.567829,13.4304,4.76369
0.998965,0.567829,13.4304,4.76369
0.999115,0.561129,13.2752,4.75349
0.999115,0.561129,13.2752,4.75349
0.999205,0.556031,13.1567,4.7452
0.999205,0.556031,13.1567,4.7452
0.999233,0.553156,13.0893,4.74045
0.999233,0.553156,13.0893,4.74045
0.999248,0.550544,13.0277,4.73656
0.999248,0.550544,13.0277,4.73656
0.999286,0.548083,12.9698,4.73271
0.999286,0.548083,12.9698,4.73271
0.999362,0.545357,12.9062,4.72821
0.999362,0.545357,12.9062,4.72821
0.999445,0.541888,12.8251,4.72244
0.999445,0.541888,12.8251,4.72244
0.999491,0.538673,12.7495,4.71718
0.999491,0.538673,12.7495,4.71718
0.999493,0.535944,12.6849,4.71323
0.999493,0.535944,12.6849,4.71323
0.999466,0.533257,12.6209,4.70948
0.999466,0.533257,12.6209,4.70948
0.999428,0.530536,12.5561,4.70558
0.999428,0.530536,12.5561,4.70558
0.99939,0.527747,12.4896,4.70155
0.99939,0.527747,12.4896,4.70155
0.999373,0.525334,12.4322,4.69792
0.999373,0.525334,12.4322,4.69792
0.999414,0.522997,12.3771,4.6939
0.999414,0.522997,12.3771,4.6939
0.999501,0.52055,12.3201,4.68937
0.999501,0.52055,12.3201,4.68937
0.999544,0.518123,12.263,4.68509
0.999544,0.518123,12.263,4.68509
0.999499,0.515906,12.2097,4.68167
0.999499,0.515906,12.2097,4.68167
0.999386,0.513492,12.1507,4.67851
0.999386,0.513492,12.1507,4.67851
0.99922,0.510952,12.0877,4.67586
0.99922,0.510952,12.0877,4.67586
0.999331,0.508385,12.0278,4.67106
0.999331,0.508385,12.0278,4.67106
0.999554,0.50507,11.9534,4.66444
0.999554,0.50507,11.9534,4.66444
0.999575,0.50238,11.8902,4.66061
0.999575,0.50238,11.8902,4.66061
0.999783,0.501732,11.8782,4.65944
0.999783,0.501732,11.8782,4.65944
0.999872,0.500713,11.8559,4.65777
0.999872,0.500713,11.8559,4.65777
0.99998,0.498515,11.8061,4.65423
0.99998,0.498515,11.8061,4.65423
1,0.495945,11.7456,4.65015
1,0.495945,11.7456,4.65015
1,0.493604,11.6902,4.6465
1,0.493604,11.6902,4.6465
1,0.491609,11.6429,4.64339
1,0.491609,11.6429,4.64339
1,0.489331,11.589,4.63992
1,0.489331,11.589,4.63992
1,0.486985,11.5334,4.63631
1,0.486985,11.5334,4.63631
1,0.485081,11.4883,4.63328
1,0.485081,11.4883,4.63328
1,0.483471,11.4502,4.63068
1,0.483471,11.4502,4.63068
1,0.48196,11.4144,4.62819
1,0.48196,11.4144,4.62819
1,0.48054,11.3808,4.62587
1,0.48054,11.3808,4.62587
1,0.47914,11.3476,4.62354
1,0.47914,11.3476,4.62354
1,0.47777,11.3152,4.62118
1,0.47777,11.3152,4.62118
1,0.476585,11.2871,4.61901
1,0.476585,11.2871,4.61901
1,0.475324,11.2573,4.61683
1,0.475324,11.2573,4.61683
1,0.473849,11.2223,4.61428
1,0.473849,11.2223,4.61428
1,0.472331,11.1864,4.61168
1,0.472331,11.1864,4.61168
1,0.470781,11.1497,4.60905
1,0.470781,11.1497,4.60905
1,0.469208,11.1124,4.6064
1,0.469208,11.1124,4.6064
1,0.467625,11.0749,4.60375
1,0.467625,11.0749,4.60375
1,0.46604,11.0374,4.60109
1,0.46604,11.0374,4.60109
1,0.464459,10.9999,4.59843
1,0.464459,10.9999,4.59843
1,0.462883,10.9626,4.59576
1,0.462883,10.9626,4.59576
1,0.461307,10.9253,4.59307
1,0.461307,10.9253,4.59307
1,0.459723,10.8878,4.59043
1,0.459723,10.8878,4.59043
1,0.458102,10.8494,4.58792
1,0.458102,10.8494,4.58792
1,0.456384,10.8087,4.5852
1,0.456384,10.8087,4.5852
1,0.454515,10.7644,4.58216
1,0.454515,10.7644,4.58216
1,0.45245,10.7155,4.57869
1,0.45245,10.7155,4.57869
1,0.450149,10.661,4.57475
1,0.450149,10.661,4.57475
1,0.447581,10.6002,4.57028
1,0.447581,10.6002,4.57028
1,0.444813,10.5346,4.56548
1,0.444813,10.5346,4.56548
0.842873,0.743178,9.6049,5.21375
0.842873,0.743178,9.6049,5.21375
0.794975,0.660166,8.23182,5.32935
0.794975,0.660166,8.23182,5.32935
0.763138,0.637042,7.71857,5.46392
0.763138,0.637042,7.71857,5.46392
0.74081,0.624447,7.39807,5.57524
0.74081,0.624447,7.39807,5.57524
0.726461,0.610401,7.12445,5.63941
0.726461,0.610401,7.12445,5.63941
0.720533,0.593877,6.89495,5.64502
0.720533,0.593877,6.89495,5.64502
0.720441,0.572506,6.66167,5.59965
0.720441,0.572506,6.66167,5.59965
0.723399,0.544852,6.38529,5.52184
0.723399,0.544852,6.38529,5.52184
0.727212,0.5138,6.07682,5.43301
0.727212,0.5138,6.07682,5.43301
0.731116,0.483177,5.77143,5.34624
0.731116,0.483177,5.77143,5.34624
0.734423,0.452636,5.44731,5.26352
0.734423,0.452636,5.44731,5.26352
0.735115,0.421437,5.08675,5.19646
0.735115,0.421437,5.08675,5.19646
0.733906,0.392017,4.73165,5.14413
0.733906,0.392017,4.73165,5.14413
0.731045,0.367314,4.42461,5.10772
0.731045,0.367314,4.42461,5.10772
0.726921,0.348941,4.18948,5.09091
0.726921,0.348941,4.18948,5.09091
0.722281,0.336734,4.02868,5.0889
0.722281,0.336734,4.02868,5.0889
0.717997,0.329425,3.92472,5.09707
0.717997,0.329425,3.92472,5.09707
0.715191,0.325319,3.85659,5.10357
0.715191,0.325319,3.85659,5.10357
0.712904,0.323263,3.81515,5.11342
0.712904,0.323263,3.81515,5.11342
0.710019,0.322233,3.78431,5.12892
0.710019,0.322233,3.78431,5.12892
0.708195,0.322827,3.77505,5.14215
0.708195,0.322827,3.77505,5.14215
0.708557,0.325937,3.80592,5.14758
0.708557,0.325937,3.80592,5.14758
0.710169,0.330986,3.86677,5.149
0.710169,0.330986,3.86677,5.149
0.712616,0.337912,3.95466,5.1505
0.712616,0.337912,3.95466,5.1505
0.716633,0.34597,4.0639,5.14487
0.716633,0.34597,4.0639,5.14487
0.720782,0.353879,4.17407,5.13917
0.720782,0.353879,4.17407,5.13917
0.724698,0.361081,4.27369,5.13296
0.724698,0.361081,4.27369,5.13296
0.728776,0.367683,4.367,5.12427
0.728776,0.367683,4.367,5.12427
0.732898,0.373342,4.44914,5.11332
0.732898,0.373342,4.44914,5.11332
0.736239,0.378918,4.52986,5.10949
0.736239,0.378918,4.52986,5.10949
0.739757,0.384817,4.61643,5.10494
0.739757,0.384817,4.61643,5.10494
0.74321,0.389887,4.69405,5.0985
0.74321,0.389887,4.69405,5.0985
0.745241,0.393876,4.75055,5.09654
0.745241,0.393876,4.75055,5.09654
0.746715,0.39732,4.8016,5.09627
0.746715,0.39732,4.8016,5.09627
0.747841,0.400534,4.84773,5.09732
0.747841,0.400534,4.84773,5.09732
0.750193,0.403814,4.89712,5.09074
0.750193,0.403814,4.89712,5.09074
0.753132,0.407378,4.95274,5.0816
0.753132,0.407378,4.95274,5.0816
0.75557,0.411882,5.01879,5.077
0.75557,0.411882,5.01879,5.077
0.758147,0.416467,5.08466,5.07071
0.758147,0.416467,5.08466,5.07071
0.759567,0.419906,5.13279,5.06751
0.759567,0.419906,5.13279,5.06751
0.760208,0.421965,5.16357,5.06795
0.760208,0.421965,5.16357,5.06795
0.760884,0.423668,5.19016,5.0677
0.760884,0.423668,5.19016,5.0677
0.761782,0.425162,5.21575,5.06598
0.761782,0.425162,5.21575,5.06598
0.763331,0.425948,5.23492,5.05943
0.763331,0.425948,5.23492,5.05943
0.764751,0.425338,5.2343,5.05215
0.764751,0.425338,5.2343,5.05215
0.76603,0.424239,5.22325,5.04445
0.76603,0.424239,5.22325,5.04445
0.767848,0.423287,5.21347,5.03394
0.767848,0.423287,5.21347,5.03394
0.769866,0.422503,5.20587,5.0214
0.769866,0.422503,5.20587,5.0214
0.771772,0.421608,5.20062,5.00779
0.771772,0.421608,5.20062,5.00779
0.773221,0.420052,5.18822,4.99592
0.773221,0.420052,5.18822,4.99592
0.774135,0.417658,5.16152,4.98755
0.774135,0.417658,5.16152,4.98755
0.774285,0.415288,5.13112,4.98373
0.774285,0.415288,5.13112,4.98373
0.774616,0.413706,5.1133,4.97923
0.774616,0.413706,5.1133,4.97923
0.775333,0.413854,5.12067,4.97705
0.775333,0.413854,5.12067,4.97705
0.776363,0.414927,5.13781,4.97539
0.776363,0.414927,5.13781,4.97539
0.777284,0.415181,5.14198,4.97326
0.777284,0.415181,5.14198,4.97326
0.778093,0.415215,5.14417,4.97051
0.778093,0.415215,5.14417,4.97051
0.779161,0.415118,5.14825,4.9663
0.779161,0.415118,5.14825,4.9663
0.779805,0.414291,5.13914,4.96269
0.779805,0.414291,5.13914,4.96269
0.780737,0.413621,5.13135,4.95664
0.780737,0.413621,5.13135,4.95664
0.782736,0.413324,5.13266,4.94554
0.782736,0.413324,5.13266,4.94554
0.784389,0.412671,5.1342,4.93637
0.784389,0.412671,5.1342,4.93637
0.7849,0.411538,5.12253,4.93252
0.7849,0.411538,5.12253,4.93252
0.784858,0.410343,5.10612,4.93258
0.784858,0.410343,5.10612,4.93258
0.785898,0.409922,5.10253,4.92714
0.785898,0.409922,5.10253,4.92714
0.787553,0.410382,5.11259,4.91936
0.787553,0.410382,5.11259,4.91936
0.789151,0.411135,5.12717,4.91289
0.789151,0.411135,5.12717,4.91289
0.79103,0.41182,5.14247,4.90386
0.79103,0.41182,5.14247,4.90386
0.792551,0.41145,5.14505,4.89499
0.792551,0.41145,5.14505,4.89499
0.79311,0.409177,5.11908,4.89014
0.79311,0.409177,5.11908,4.89014
0.792803,0.406023,5.07363,4.8878
0.792803,0.406023,5.07363,4.8878
0.792927,0.403685,5.03931,4.88369
0.792927,0.403685,5.03931,4.88369
0.794486,0.402468,5.02733,4.87335
0.794486,0.402468,5.02733,4.87335
0.795828,0.402199,5.02814,4.86743
0.795828,0.402199,5.02814,4.86743
0.797416,0.402054,5.02951,4.85997
0.797416,0.402054,5.02951,4.85997
0.799027,0.401872,5.03066,4.85024
0.799027,0.401872,5.03066,4.85024
0.800445,0.401461,5.03251,4.84184
0.800445,0.401461,5.03251,4.84184
0.801615,0.401403,5.03889,4.8356
0.801615,0.401403,5.03889,4.8356
0.802829,0.402027,5.05753,4.83063
0.802829,0.402027,5.05753,4.83063
0.803772,0.402467,5.07229,4.8278
0.803772,0.402467,5.07229,4.8278
0.804781,0.402967,5.08646,4.82444
0.804781,0.402967,5.08646,4.82444
0.805945,0.403973,5.10709,4.81963
0.805945,0.403973,5.10709,4.81963
0.80749,0.405898,5.14321,4.81361
0.80749,0.405898,5.14321,4.81361
0.809053,0.40775,5.17765,4.80805
0.809053,0.40775,5.17765,4.80805
0.810251,0.408312,5.19177,4.80302
0.810251,0.408312,5.19177,4.80302
0.810473,0.408119,5.1918,4.80256
0.810473,0.408119,5.1918,4.80256
0.810621,0.408261,5.19834,4.80313
0.810621,0.408261,5.19834,4.80313
0.811296,0.408822,5.21045,4.80154
0.811296,0.408822,5.21045,4.80154
0.811749,0.409524,5.22101,4.80044
0.811749,0.409524,5.22101,4.80044
0.812124,0.409792,5.22395,4.80005
0.812124,0.409792,5.22395,4.80005
0.812643,0.410243,5.23054,4.79924
0.812643,0.410243,5.23054,4.79924
0.812869,0.411628,5.24985,4.80109
0.812869,0.411628,5.24985,4.80109
0.813902,0.413807,5.28629,4.79991
0.813902,0.413807,5.28629,4.79991
0.816539,0.416495,5.33839,4.79247
0.816539,0.416495,5.33839,4.79247
0.819301,0.419207,5.38974,4.78461
0.819301,0.419207,5.38974,4.78461
0.821293,0.421508,5.43334,4.77952
0.821293,0.421508,5.43334,4.77952
0.822256,0.423416,5.46791,4.78089
0.822256,0.423416,5.46791,4.78089
0.822643,0.424852,5.489,4.78343
0.822643,0.424852,5.489,4.78343
0.823877,0.42563,5.5056,4.77861
0.823877,0.42563,5.5056,4.77861
0.824641,0.426156,5.5182,4.77772
0.824641,0.426156,5.5182,4.77772
0.825661,0.42722,5.53582,4.77584
0.825661,0.42722,5.53582,4.77584
0.827236,0.428411,5.55762,4.77045
0.827236,0.428411,5.55762,4.77045
0.828784,0.42826,5.56642,4.76377
0.828784,0.42826,5.56642,4.76377
0.829438,0.426974,5.55109,4.75932
0.829438,0.426974,5.55109,4.75932
0.83011,0.426223,5.54268,4.75621
0.83011,0.426223,5.54268,4.75621
0.830782,0.426169,5.54388,4.75527
0.830782,0.426169,5.54388,4.75527
0.831261,0.425951,5.54165,4.75555
0.831261,0.425951,5.54165,4.75555
0.832367,0.426325,5.54525,4.75209
0.832367,0.426325,5.54525,4.75209
0.834706,0.427874,5.57486,4.74292
0.834706,0.427874,5.57486,4.74292
0.836096,0.428895,5.59639,4.73882
0.836096,0.428895,5.59639,4.73882
0.837008,0.428517,5.59704,4.73384
0.837008,0.428517,5.59704,4.73384
0.83686,0.427727,5.5896,4.73325
0.83686,0.427727,5.5896,4.73325
0.836956,0.427538,5.58944,4.73275
0.836956,0.427538,5.58944,4.73275
0.837221,0.428075,5.59808,4.73414
0.837221,0.428075,5.59808,4.73414
0.837609,0.429924,5.62273,4.73687
0.837609,0.429924,5.62273,4.73687
0.839008,0.431922,5.65287,4.73521
0.839008,0.431922,5.65287,4.73521
0.840767,0.433946,5.68614,4.73015
0.840767,0.433946,5.68614,4.73015
0.841937,0.435962,5.72128,4.72898
0.841937,0.435962,5.72128,4.72898
0.843069,0.437573,5.75023,4.72932
0.843069,0.437573,5.75023,4.72932
0.844551,0.43949,5.78063,4.72874
0.844551,0.43949,5.78063,4.72874
0.846767,0.441759,5.82171,4.72396
0.846767,0.441759,5.82171,4.72396
0.848858,0.442519,5.84497,4.71774
0.848858,0.442519,5.84497,4.71774
0.84988,0.442195,5.84783,4.71398
0.84988,0.442195,5.84783,4.71398
0.851467,0.44327,5.87467,4.71104
0.851467,0.44327,5.87467,4.71104
0.854612,0.445833,5.9288,4.70019
0.854612,0.445833,5.9288,4.70019
0.857067,0.44775,5.97188,4.69536
0.857067,0.44775,5.97188,4.69536
0.857658,0.448014,5.97977,4.69742
0.857658,0.448014,5.97977,4.69742
0.859022,0.447674,5.97748,4.69344
0.859022,0.447674,5.97748,4.69344
0.861814,0.448486,5.99542,4.68603
0.861814,0.448486,5.99542,4.68603
0.865671,0.451275,6.05009,4.67567
0.865671,0.451275,6.05009,4.67567
0.87038,0.454615,6.12352,4.66268
0.87038,0.454615,6.12352,4.66268
0.873352,0.457573,6.18642,4.65798
0.873352,0.457573,6.18642,4.65798
0.874996,0.45885,6.21628,4.65594
0.874996,0.45885,6.21628,4.65594
0.875921,0.459887,6.24126,4.65713
0.875921,0.459887,6.24126,4.65713
0.878096,0.462531,6.29389,4.65497
0.878096,0.462531,6.29389,4.65497
0.879852,0.466462,6.36213,4.6578
0.879852,0.466462,6.36213,4.6578
0.883377,0.470781,6.43928,4.65197
0.883377,0.470781,6.43928,4.65197
0.887727,0.475102,6.52435,4.64232
0.887727,0.475102,6.52435,4.64232
0.888323,0.480566,6.60352,4.65433
0.888323,0.480566,6.60352,4.65433
0.894488,0.488443,6.75065,4.64252
0.894488,0.488443,6.75065,4.64252
0.899409,0.498003,6.92187,4.64394
0.899409,0.498003,6.92187,4.64394
0.907402,0.509076,7.13365,4.63539
0.907402,0.509076,7.13365,4.63539
0.916117,0.521826,7.37596,4.62559
0.916117,0.521826,7.37596,4.62559
0.926811,0.536765,7.66409,4.61214
0.926811,0.536765,7.66409,4.61214
0.93706,0.551258,7.94438,4.60014
0.93706,0.551258,7.94438,4.60014
0.949399,0.558866,8.13644,4.56867
0.949399,0.558866,8.13644,4.56867
0.961182,0.563045,8.27808,4.5356
0.961182,0.563045,8.27808,4.5356
0.969374,0.564682,8.36253,4.51159
0.969374,0.564682,8.36253,4.51159
0.977374,0.559166,8.33483,4.475
0.977374,0.559166,8.33483,4.475
0.984731,0.550507,8.25412,4.43593
0.984731,0.550507,8.25412,4.43593
0.9892,0.539096,8.10923,4.40073
0.9892,0.539096,8.10923,4.40073
0.992608,0.520653,7.8509,4.36051
0.992608,0.520653,7.8509,4.36051
0.994845,0.501639,7.57712,4.324
0.994845,0.501639,7.57712,4.324
0.996013,0.485459,7.33902,4.29438
0.996013,0.485459,7.33902,4.29438
0.997313,0.471979,7.14356,4.26898
0.997313,0.471979,7.14356,4.26898
0.99837,0.460058,6.97028,4.24583
0.99837,0.460058,6.97028,4.24583
0.999332,0.450423,6.8311,4.2271
0.999332,0.450423,6.8311,4.2271
0.999714,0.434759,6.59623,4.201
0.999714,0.434759,6.59623,4.201
0.999791,0.422667,6.41333,4.17952
0.999791,0.422667,6.41333,4.17952
0.999799,0.4165,6.31985,4.17028
0.999799,0.4165,6.31985,4.17028
0.999782,0.410532,6.2292,4.16135
0.999782,0.410532,6.2292,4.16135
0.999754,0.405278,6.14925,4.15427
0.999754,0.405278,6.14925,4.15427
0.999732,0.398411,6.0448,4.14477
0.999732,0.398411,6.0448,4.14477
0.999731,0.392832,5.96001,4.13648
0.999731,0.392832,5.96001,4.13648
0.999755,0.388457,5.89375,4.12974
0.999755,0.388457,5.89375,4.12974
0.999788,0.383387,5.81691,4.12199
0.999788,0.383387,5.81691,4.12199
0.999848,0.37925,5.75451,4.11552
0.999848,0.37925,5.75451,4.11552
0.999939,0.375751,5.70207,4.10962
0.999939,0.375751,5.70207,4.10962
0.99999,0.372008,5.64565,4.10361
0.99999,0.372008,5.64565,4.10361
0.999999,0.368556,5.59332,4.0981
0.999999,0.368556,5.59332,4.0981
1,0.365041,5.54,4.0924
1,0.365041,5.54,4.0924
1,0.361061,5.47961,4.0862
1,0.361061,5.47961,4.0862
1,0.356839,5.41553,4.07939
1,0.356839,5.41553,4.07939
1,0.353025,5.35764,4.07312
1,0.353025,5.35764,4.07312
1,0.349419,5.30292,4.06703
1,0.349419,5.30292,4.06703
1,0.346079,5.25222,4.06147
1,0.346079,5.25222,4.06147
1,0.343064,5.20646,4.05696
1,0.343064,5.20646,4.05696
1,0.340382,5.16577,4.05321
1,0.340382,5.16577,4.05321
1,0.337571,5.1231,4.04903
1,0.337571,5.1231,4.04903
1,0.333675,5.06399,4.0422
1,0.333675,5.06399,4.0422
1,0.330608,5.01742,4.03699
1,0.330608,5.01742,4.03699
1,0.328678,4.98814,4.03365
1,0.328678,4.98814,4.03365
1,0.326836,4.96018,4.03042
1,0.326836,4.96018,4.03042
0.999999,0.325145,4.93451,4.02743
0.999999,0.325145,4.93451,4.02743
0.999999,0.323609,4.91121,4.02478
0.999999,0.323609,4.91121,4.02478
0.999999,0.321597,4.88067,4.02122
0.999999,0.321597,4.88067,4.02122
1,0.320023,4.85679,4.01853
1,0.320023,4.85679,4.01853
1,0.318549,4.83442,4.01574
1,0.318549,4.83442,4.01574
1,0.316559,4.80421,4.0123
1,0.316559,4.80421,4.0123
1,0.314444,4.77212,4.00821
1,0.314444,4.77212,4.00821
1,0.312345,4.74027,4.00457
1,0.312345,4.74027,4.00457
1,0.310154,4.70701,4.00093
1,0.310154,4.70701,4.00093
1,0.307938,4.67339,3.99697
1,0.307938,4.67339,3.99697
1,0.30559,4.63775,3.99239
1,0.30559,4.63775,3.99239
1,0.303113,4.60016,3.98769
1,0.303113,4.60016,3.98769
1,0.300401,4.55899,3.98232
1,0.300401,4.55899,3.98232
1,0.297476,4.51461,3.97632
1,0.297476,4.51461,3.97632
1,0.294003,4.46189,3.97024
1,0.294003,4.46189,3.97024
1,0.289901,4.39966,3.96235
1,0.289901,4.39966,3.96235
0.999997,0.292444,4.43823,3.96995
0.999997,0.292444,4.43823,3.96995
0.583051,0.624132,15.6265,8.9437
0.583051,0.624132,15.6265,8.9437
0.578733,0.771759,19.294,9.54996
0.578733,0.771759,19.294,9.54996
0.57482,0.767086,19.2044,9.58243
0.57482,0.767086,19.2044,9.58243
0.572682,0.761385,19.1315,9.58361
0.572682,0.761385,19.1315,9.58361
0.572507,0.75526,19.0966,9.55289
0.572507,0.75526,19.0966,9.55289
0.572666,0.751547,19.1237,9.52392
0.572666,0.751547,19.1237,9.52392
0.576586,0.751184,19.3606,9.45775
0.576586,0.751184,19.3606,9.45775
0.579364,0.747739,19.4062,9.4067
0.579364,0.747739,19.4062,9.4067
0.58244,0.747172,19.5619,9.35764
0.58244,0.747172,19.5619,9.35764
0.587929,0.747915,19.8376,9.277
0.587929,0.747915,19.8376,9.277
0.589759,0.746195,19.8973,9.24602
0.589759,0.746195,19.8973,9.24602
0.587879,0.743735,19.7907,9.25891
0.587879,0.743735,19.7907,9.25891
0.587054,0.740091,19.6983,9.2533
0.587054,0.740091,19.6983,9.2533
0.585401,0.736794,19.5938,9.26515
0.585401,0.736794,19.5938,9.26515
0.585043,0.73662,19.5866,9.27219
0.585043,0.73662,19.5866,9.27219
0.584165,0.741623,19.7348,9.29508
0.584165,0.741623,19.7348,9.29508
0.584251,0.744373,19.8746,9.29859
0.584251,0.744373,19.8746,9.29859
0.581591,0.745318,19.8237,9.3439
0.581591,0.745318,19.8237,9.3439
0.582329,0.752041,20.0292,9.34997
0.582329,0.752041,20.0292,9.34997
0.586827,0.759385,20.4679,9.30612
0.586827,0.759385,20.4679,9.30612
0.590044,0.764902,20.8041,9.27688
0.590044,0.764902,20.8041,9.27688
0.593839,0.770782,21.1576,9.24054
0.593839,0.770782,21.1576,9.24054
0.596494,0.777416,21.4935,9.22479
0.596494,0.777416,21.4935,9.22479
0.596163,0.788066,21.8629,9.26117
0.596163,0.788066,21.8629,9.26117
0.596771,0.799088,22.2424,9.28162
0.596771,0.799088,22.2424,9.28162
0.596939,0.805013,22.4715,9.28669
0.596939,0.805013,22.4715,9.28669
0.597357,0.808138,22.6191,9.28419
0.597357,0.808138,22.6191,9.28419
0.598387,0.811096,22.7217,9.28591
0.598387,0.811096,22.7217,9.28591
0.599639,0.814142,22.8599,9.28521
0.599639,0.814142,22.8599,9.28521
0.600114,0.818686,23.0411,9.29907
0.600114,0.818686,23.0411,9.29907
0.60151,0.823282,23.2039,9.29942
0.60151,0.823282,23.2039,9.29942
0.605727,0.828751,23.5229,9.26578
0.605727,0.828751,23.5229,9.26578
0.610055,0.833513,23.8568,9.2307
0.610055,0.833513,23.8568,9.2307
0.613761,0.839472,24.2014,9.20103
0.613761,0.839472,24.2014,9.20103
0.617894,0.847422,24.6378,9.17014
0.617894,0.847422,24.6378,9.17014
0.619692,0.853538,24.9095,9.16413
0.619692,0.853538,24.9095,9.16413
0.62142,0.857373,25.0628,9.15516
0.62142,0.857373,25.0628,9.15516
0.621629,0.858523,25.0523,9.16298
0.621629,0.858523,25.0523,9.16298
0.620449,0.859327,25.014,9.17925
0.620449,0.859327,25.014,9.17925
0.619143,0.863625,25.1504,9.20363
0.619143,0.863625,25.1504,9.20363
0.61896,0.868614,25.341,9.21819
0.61896,0.868614,25.341,9.21819
0.62005,0.871653,25.508,9.21364
0.62005,0.871653,25.508,9.21364
0.621506,0.875977,25.6936,9.21003
0.621506,0.875977,25.6936,9.21003
0.62495,0.884359,26.0909,9.18853
0.62495,0.884359,26.0909,9.18853
0.628242,0.894098,26.5837,9.17327
0.628242,0.894098,26.5837,9.17327
0.628851,0.901407,26.8668,9.18821
0.628851,0.901407,26.8668,9.18821
0.630323,0.908868,27.1571,9.1904
0.630323,0.908868,27.1571,9.1904
0.633494,0.916862,27.5368,9.1783
0.633494,0.916862,27.5368,9.1783
0.636915,0.924681,27.8971,9.15703
0.636915,0.924681,27.8971,9.15703
0.641719,0.933379,28.3994,9.11018
0.641719,0.933379,28.3994,9.11018
0.647213,0.941418,28.9337,9.06338
0.647213,0.941418,28.9337,9.06338
0.652608,0.948724,29.416,9.01979
0.652608,0.948724,29.416,9.01979
0.655291,0.954673,29.7386,9.00601
0.655291,0.954673,29.7386,9.00601
0.655232,0.95524,29.7787,9.00524
0.655232,0.95524,29.7787,9.00524
0.654819,0.952705,29.6803,9.00506
0.654819,0.952705,29.6803,9.00506
0.65557,0.950464,29.6074,8.9919
0.65557,0.950464,29.6074,8.9919
0.658458,0.946391,29.5829,8.93995
0.658458,0.946391,29.5829,8.93995
0.66058,0.940235,29.5095,8.89904
0.66058,0.940235,29.5095,8.89904
0.661823,0.933004,29.3589,8.86535
0.661823,0.933004,29.3589,8.86535
0.664008,0.924224,29.2183,8.81585
0.664008,0.924224,29.2183,8.81585
0.666929,0.913801,29.0203,8.76204
0.666929,0.913801,29.0203,8.76204
0.668959,0.904205,28.7935,8.7213
0.668959,0.904205,28.7935,8.7213
0.6735,0.896287,28.696,8.6441
0.6735,0.896287,28.696,8.6441
0.680378,0.890567,28.7692,8.54796
0.680378,0.890567,28.7692,8.54796
0.685631,0.883424,28.7693,8.46739
0.685631,0.883424,28.7693,8.46739
0.689164,0.871835,28.5489,8.39702
0.689164,0.871835,28.5489,8.39702
0.693079,0.858534,28.2499,8.31493
0.693079,0.858534,28.2499,8.31493
0.696831,0.843964,27.878,8.23196
0.696831,0.843964,27.878,8.23196
0.699855,0.829961,27.4734,8.1692
0.699855,0.829961,27.4734,8.1692
0.701278,0.817344,27.0603,8.12914
0.701278,0.817344,27.0603,8.12914
0.703821,0.808482,26.8157,8.08247
0.703821,0.808482,26.8157,8.08247
0.708495,0.799526,26.6586,8.00256
0.708495,0.799526,26.6586,8.00256
0.715668,0.787268,26.4446,7.89596
0.715668,0.787268,26.4446,7.89596
0.730279,0.774564,26.2867,7.74197
0.730279,0.774564,26.2867,7.74197
0.754853,0.761535,26.2675,7.52745
0.754853,0.761535,26.2675,7.52745
0.784387,0.743696,26.1876,7.26557
0.784387,0.743696,26.1876,7.26557
0.824674,0.719994,26.157,6.90681
0.824674,0.719994,26.157,6.90681
0.865212,0.691316,25.975,6.55619
0.865212,0.691316,25.975,6.55619
0.90173,0.657315,25.4479,6.21071
0.90173,0.657315,25.4479,6.21071
0.930019,0.619781,24.573,5.93008
0.930019,0.619781,24.573,5.93008
0.950557,0.577216,23.2651,5.69598
0.950557,0.577216,23.2651,5.69598
0.968875,0.532094,21.857,5.46065
0.968875,0.532094,21.857,5.46065
0.983756,0.488593,20.4452,5.26065
0.983756,0.488593,20.4452,5.26065
0.991087,0.447378,18.9116,5.11192
0.991087,0.447378,18.9116,5.11192
0.995361,0.412004,17.5373,4.99992
0.995361,0.412004,17.5373,4.99992
0.997499,0.387302,16.5487,4.93247
0.997499,0.387302,16.5487,4.93247
0.998644,0.368874,15.7953,4.88171
0.998644,0.368874,15.7953,4.88171
0.999699,0.355953,15.2739,4.84406
0.999699,0.355953,15.2739,4.84406
0.999851,0.347318,14.9056,4.82377
0.999851,0.347318,14.9056,4.82377
0.999857,0.340688,14.6208,4.80704
0.999857,0.340688,14.6208,4.80704
0.999959,0.335988,14.4258,4.79443
0.999959,0.335988,14.4258,4.79443
0.999995,0.331081,14.2174,4.78139
0.999995,0.331081,14.2174,4.78139
0.999999,0.326759,14.0319,4.76983
0.999999,0.326759,14.0319,4.76983
1,0.322862,13.8647,4.7593
1,0.322862,13.8647,4.7593
1,0.318617,13.6824,4.74663
1,0.318617,13.6824,4.74663
1,0.314151,13.4906,4.73396
1,0.314151,13.4906,4.73396
1,0.309697,13.2993,4.72138
