GVF,PR,RE,NU
1,0.255633,6.05424,4.15355
1,0.255633,6.05424,4.15355
1,0.255622,6.05399,4.15403
1,0.255622,6.05399,4.15403
1,0.255657,6.05481,4.15474
1,0.255657,6.05481,4.15474
1,0.255736,6.05667,4.1557
1,0.255736,6.05667,4.1557
1,0.255822,6.05871,4.15654
1,0.255822,6.05871,4.15654
1,0.255888,6.0603,4.15713
1,0.255888,6.0603,4.15713
1,0.255915,6.06091,4.15744
1,0.255915,6.06091,4.15744
1,0.255874,6.05995,4.15727
1,0.255874,6.05995,4.15727
1,0.255758,6.05721,4.15657
1,0.255758,6.05721,4.15657
1,0.255609,6.05368,4.15604
1,0.255609,6.05368,4.15604
1,0.255416,6.0491,4.15537
1,0.255416,6.0491,4.15537
1,0.255179,6.04348,4.15451
1,0.255179,6.04348,4.15451
1,0.254919,6.03734,4.15392
1,0.254919,6.03734,4.15392
1,0.254613,6.03009,4.15307
1,0.254613,6.03009,4.15307
1,0.254258,6.02167,4.15219
1,0.254258,6.02167,4.15219
1,0.253846,6.01191,4.1512
1,0.253846,6.01191,4.1512
1,0.253369,6.00062,4.15001
1,0.253369,6.00062,4.15001
1,0.252816,5.98751,4.14849
1,0.252816,5.98751,4.14849
1,0.252171,5.97225,4.14665
1,0.252171,5.97225,4.14665
1,0.251389,5.95374,4.14427
1,0.251389,5.95374,4.14427
1,0.250399,5.93029,4.14076
1,0.250399,5.93029,4.14076
1,0.2492,5.90189,4.13668
1,0.2492,5.90189,4.13668
1,0.247796,5.86863,4.13258
1,0.247796,5.86863,4.13258
1,0.246151,5.82968,4.12819
1,0.246151,5.82968,4.12819
1,0.244224,5.78404,4.12256
1,0.244224,5.78404,4.12256
1,0.242187,5.73581,4.11768
1,0.242187,5.73581,4.11768
1,0.240194,5.68859,4.11271
1,0.240194,5.68859,4.11271
1,0.238805,5.6557,4.11061
1,0.238805,5.6557,4.11061
0.74776,0.64436,11.4643,6.15549
0.74776,0.64436,11.4643,6.15549
0.734107,0.683819,12.1117,6.34729
0.734107,0.683819,12.1117,6.34729
0.71447,0.659301,11.5429,6.43792
0.71447,0.659301,11.5429,6.43792
0.695495,0.642235,11.1242,6.54155
0.695495,0.642235,11.1242,6.54155
0.681541,0.631438,10.8439,6.61956
0.681541,0.631438,10.8439,6.61956
0.675842,0.627568,10.7677,6.65031
0.675842,0.627568,10.7677,6.65031
0.67609,0.62709,10.8284,6.6383
0.67609,0.62709,10.8284,6.6383
0.679731,0.627903,10.9138,6.60259
0.679731,0.627903,10.9138,6.60259
0.685041,0.624903,10.9483,6.54547
0.685041,0.624903,10.9483,6.54547
0.686153,0.617222,10.8528,6.52071
0.686153,0.617222,10.8528,6.52071
0.684441,0.609155,10.7052,6.52169
0.684441,0.609155,10.7052,6.52169
0.685252,0.604216,10.6098,6.50924
0.685252,0.604216,10.6098,6.50924
0.688975,0.603473,10.6318,6.47957
0.688975,0.603473,10.6318,6.47957
0.692453,0.60425,10.7038,6.45392
0.692453,0.60425,10.7038,6.45392
0.693759,0.60641,10.7688,6.44903
0.693759,0.60641,10.7688,6.44903
0.694674,0.61171,10.873,6.44968
0.694674,0.61171,10.873,6.44968
0.697355,0.618083,10.9913,6.44061
0.697355,0.618083,10.9913,6.44061
0.699145,0.62334,11.0952,6.43621
0.699145,0.62334,11.0952,6.43621
0.698979,0.63054,11.2366,6.45727
0.698979,0.63054,11.2366,6.45727
0.700446,0.640993,11.4582,6.46588
0.700446,0.640993,11.4582,6.46588
0.702551,0.649009,11.6458,6.46649
0.702551,0.649009,11.6458,6.46649
0.702295,0.654385,11.7415,6.48267
0.702295,0.654385,11.7415,6.48267
0.701259,0.659969,11.835,6.50447
0.701259,0.659969,11.835,6.50447
0.700841,0.666449,11.9479,6.52107
0.700841,0.666449,11.9479,6.52107
0.699823,0.672556,12.044,6.5426
0.699823,0.672556,12.044,6.5426
0.699922,0.679028,12.1593,6.55793
0.699922,0.679028,12.1593,6.55793
0.700009,0.68336,12.2237,6.56834
0.700009,0.68336,12.2237,6.56834
0.699738,0.688467,12.3104,6.58028
0.699738,0.688467,12.3104,6.58028
0.699569,0.695558,12.4417,6.59337
0.699569,0.695558,12.4417,6.59337
0.699319,0.702696,12.5821,6.6085
0.699319,0.702696,12.5821,6.6085
0.699338,0.70817,12.6937,6.61753
0.699338,0.70817,12.6937,6.61753
0.69971,0.713454,12.8044,6.62489
0.69971,0.713454,12.8044,6.62489
0.699026,0.720329,12.9225,6.64778
0.699026,0.720329,12.9225,6.64778
0.698667,0.729109,13.0688,6.6702
0.698667,0.729109,13.0688,6.6702
0.699395,0.739816,13.2637,6.6873
0.699395,0.739816,13.2637,6.6873
0.701409,0.750849,13.4777,6.6928
0.701409,0.750849,13.4777,6.6928
0.703628,0.760472,13.6845,6.69127
0.703628,0.760472,13.6845,6.69127
0.704715,0.768756,13.8683,6.69792
0.704715,0.768756,13.8683,6.69792
0.705639,0.777025,14.0544,6.70331
0.705639,0.777025,14.0544,6.70331
0.706626,0.783832,14.2186,6.7051
0.706626,0.783832,14.2186,6.7051
0.708042,0.789345,14.3594,6.70171
0.708042,0.789345,14.3594,6.70171
0.710045,0.794505,14.4906,6.69544
0.710045,0.794505,14.4906,6.69544
0.711514,0.799585,14.6125,6.69408
0.711514,0.799585,14.6125,6.69408
0.71282,0.803904,14.7198,6.69076
0.71282,0.803904,14.7198,6.69076
0.713766,0.806834,14.788,6.69077
0.713766,0.806834,14.788,6.69077
0.714988,0.806556,14.7869,6.68183
0.714988,0.806556,14.7869,6.68183
0.716265,0.803675,14.7346,6.66692
0.716265,0.803675,14.7346,6.66692
0.717269,0.799584,14.6645,6.6499
0.717269,0.799584,14.6645,6.6499
0.718124,0.794241,14.5814,6.63113
0.718124,0.794241,14.5814,6.63113
0.718249,0.787801,14.4715,6.6175
0.718249,0.787801,14.4715,6.6175
0.71814,0.780859,14.3465,6.60502
0.71814,0.780859,14.3465,6.60502
0.718368,0.773669,14.2148,6.58873
0.718368,0.773669,14.2148,6.58873
0.720135,0.766003,14.1025,6.55673
0.720135,0.766003,14.1025,6.55673
0.722293,0.757898,13.9998,6.52267
0.722293,0.757898,13.9998,6.52267
0.724028,0.74925,13.8746,6.49252
0.724028,0.74925,13.8746,6.49252
0.725796,0.740431,13.7429,6.46148
0.725796,0.740431,13.7429,6.46148
0.72766,0.731761,13.614,6.42944
0.72766,0.731761,13.614,6.42944
0.730279,0.723966,13.5157,6.3932
0.730279,0.723966,13.5157,6.3932
0.733054,0.716693,13.4367,6.35672
0.733054,0.716693,13.4367,6.35672
0.736055,0.708257,13.3439,6.31518
0.736055,0.708257,13.3439,6.31518
0.739186,0.698401,13.2129,6.2747
0.739186,0.698401,13.2129,6.2747
0.741636,0.687762,13.0552,6.23502
0.741636,0.687762,13.0552,6.23502
0.744146,0.676883,12.886,6.19429
0.744146,0.676883,12.886,6.19429
0.74686,0.665075,12.6977,6.14967
0.74686,0.665075,12.6977,6.14967
0.749333,0.651884,12.4745,6.10446
0.749333,0.651884,12.4745,6.10446
0.751767,0.637514,12.2198,6.05909
0.751767,0.637514,12.2198,6.05909
0.75471,0.623212,11.9703,6.00958
0.75471,0.623212,11.9703,6.00958
0.757918,0.609362,11.7346,5.95923
0.757918,0.609362,11.7346,5.95923
0.761022,0.596384,11.521,5.91313
0.761022,0.596384,11.521,5.91313
0.763466,0.585211,11.3387,5.87709
0.763466,0.585211,11.3387,5.87709
0.765817,0.576238,11.1905,5.84583
0.765817,0.576238,11.1905,5.84583
0.768181,0.568264,11.056,5.81535
0.768181,0.568264,11.056,5.81535
0.770148,0.560332,10.9214,5.78754
0.770148,0.560332,10.9214,5.78754
0.771635,0.55315,10.7926,5.76611
0.771635,0.55315,10.7926,5.76611
0.772794,0.546647,10.6729,5.74834
0.772794,0.546647,10.6729,5.74834
0.773732,0.540612,10.5598,5.73364
0.773732,0.540612,10.5598,5.73364
0.775268,0.535299,10.4622,5.7163
0.775268,0.535299,10.4622,5.7163
0.777229,0.529982,10.37,5.69244
0.777229,0.529982,10.37,5.69244
0.779769,0.525721,10.3103,5.6658
0.779769,0.525721,10.3103,5.6658
0.782028,0.522335,10.2696,5.64612
0.782028,0.522335,10.2696,5.64612
0.783833,0.521403,10.2777,5.63351
0.783833,0.521403,10.2777,5.63351
0.784631,0.520803,10.2853,5.63023
0.784631,0.520803,10.2853,5.63023
0.785177,0.520774,10.2883,5.63127
0.785177,0.520774,10.2883,5.63127
0.787445,0.522438,10.3363,5.62032
0.787445,0.522438,10.3363,5.62032
0.788899,0.524022,10.3811,5.61619
0.788899,0.524022,10.3811,5.61619
0.789323,0.525688,10.415,5.62019
0.789323,0.525688,10.415,5.62019
0.789957,0.528232,10.4684,5.62371
0.789957,0.528232,10.4684,5.62371
0.789997,0.530432,10.5141,5.63007
0.789997,0.530432,10.5141,5.63007
0.7891,0.53259,10.5511,5.64476
0.7891,0.53259,10.5511,5.64476
0.786903,0.534909,10.5692,5.66997
0.786903,0.534909,10.5692,5.66997
0.785701,0.538295,10.6061,5.68772
0.785701,0.538295,10.6061,5.68772
0.785257,0.543481,10.696,5.70488
0.785257,0.543481,10.696,5.70488
0.784114,0.550546,10.807,5.73657
0.784114,0.550546,10.807,5.73657
0.786572,0.558887,10.9752,5.74184
0.786572,0.558887,10.9752,5.74184
0.7892,0.568401,11.1869,5.75675
0.7892,0.568401,11.1869,5.75675
0.793297,0.580997,11.4558,5.77155
0.793297,0.580997,11.4558,5.77155
0.803059,0.597309,11.8728,5.75183
0.803059,0.597309,11.8728,5.75183
0.820685,0.614809,12.4171,5.67615
0.820685,0.614809,12.4171,5.67615
0.837184,0.628201,12.8878,5.61789
0.837184,0.628201,12.8878,5.61789
0.854799,0.641217,13.3642,5.55469
0.854799,0.641217,13.3642,5.55469
0.879278,0.65278,13.9174,5.44966
0.879278,0.65278,13.9174,5.44966
0.903117,0.657577,14.3231,5.33976
0.903117,0.657577,14.3231,5.33976
0.923352,0.651902,14.4417,5.24095
0.923352,0.651902,14.4417,5.24095
0.943226,0.634547,14.2819,5.12066
0.943226,0.634547,14.2819,5.12066
0.961076,0.60789,13.8794,4.99439
0.961076,0.60789,13.8794,4.99439
0.975584,0.569703,13.1639,4.86632
0.975584,0.569703,13.1639,4.86632
0.986109,0.525097,12.2451,4.74312
0.986109,0.525097,12.2451,4.74312
0.991033,0.486885,11.4079,4.65016
0.991033,0.486885,11.4079,4.65016
0.994731,0.455783,10.7241,4.57863
0.994731,0.455783,10.7241,4.57863
0.996715,0.432983,10.2118,4.52669
0.996715,0.432983,10.2118,4.52669
0.998126,0.416422,9.83733,4.4877
0.998126,0.416422,9.83733,4.4877
0.99841,0.404116,9.54901,4.46238
0.99841,0.404116,9.54901,4.46238
0.998485,0.395993,9.35902,4.44649
0.998485,0.395993,9.35902,4.44649
0.99859,0.390398,9.22889,4.43457
0.99859,0.390398,9.22889,4.43457
0.998745,0.385734,9.12137,4.42436
0.998745,0.385734,9.12137,4.42436
0.998793,0.381016,9.01089,4.41468
0.998793,0.381016,9.01089,4.41468
0.998769,0.376631,8.90684,4.40713
0.998769,0.376631,8.90684,4.40713
0.99876,0.372177,8.80058,4.39862
0.99876,0.372177,8.80058,4.39862
0.998825,0.367713,8.69477,4.38899
0.998825,0.367713,8.69477,4.38899
0.998911,0.363328,8.59129,4.37962
0.998911,0.363328,8.59129,4.37962
0.998923,0.358916,8.48632,4.37077
0.998923,0.358916,8.48632,4.37077
0.998891,0.354322,8.37663,4.36107
0.998891,0.354322,8.37663,4.36107
0.998922,0.349289,8.25768,4.35056
0.998922,0.349289,8.25768,4.35056
0.999015,0.344173,8.13795,4.33944
0.999015,0.344173,8.13795,4.33944
0.999105,0.339545,8.03008,4.32961
0.999105,0.339545,8.03008,4.32961
0.99915,0.334906,7.9214,4.3191
0.99915,0.334906,7.9214,4.3191
0.999197,0.330151,7.8098,4.3097
0.999197,0.330151,7.8098,4.3097
0.999369,0.325394,7.69997,4.29934
0.999369,0.325394,7.69997,4.29934
0.999433,0.321034,7.59795,4.2904
0.999433,0.321034,7.59795,4.2904
0.999666,0.316744,7.49798,4.27984
0.999666,0.316744,7.49798,4.27984
0.999987,0.312542,7.40188,4.26939
0.999987,0.312542,7.40188,4.26939
1,0.308358,7.30296,4.26
1,0.308358,7.30296,4.26
1,0.30444,7.21016,4.25104
1,0.30444,7.21016,4.25104
1,0.300915,7.12667,4.24288
1,0.300915,7.12667,4.24288
1,0.297759,7.05193,4.23582
1,0.297759,7.05193,4.23582
1,0.294804,6.98192,4.23042
1,0.294804,6.98192,4.23042
1,0.292018,6.91595,4.22533
1,0.292018,6.91595,4.22533
1,0.289362,6.85306,4.21996
1,0.289362,6.85306,4.21996
1,0.28685,6.79357,4.21482
1,0.28685,6.79357,4.21482
1,0.284487,6.73759,4.20991
1,0.284487,6.73759,4.20991
1,0.282283,6.68541,4.20526
1,0.282283,6.68541,4.20526
1,0.280242,6.63707,4.2008
1,0.280242,6.63707,4.2008
1,0.278375,6.59287,4.1969
1,0.278375,6.59287,4.1969
1,0.276678,6.55266,4.19355
1,0.276678,6.55266,4.19355
1,0.275139,6.51621,4.19074
1,0.275139,6.51621,4.19074
1,0.273732,6.48287,4.18822
1,0.273732,6.48287,4.18822
1,0.272427,6.45198,4.18559
1,0.272427,6.45198,4.18559
1,0.271234,6.42372,4.18355
1,0.271234,6.42372,4.18355
1,0.270133,6.39764,4.18155
1,0.270133,6.39764,4.18155
1,0.269107,6.37335,4.17954
1,0.269107,6.37335,4.17954
1,0.268152,6.35073,4.17758
1,0.268152,6.35073,4.17758
1,0.267265,6.32974,4.17566
1,0.267265,6.32974,4.17566
1,0.266448,6.31038,4.17376
1,0.266448,6.31038,4.17376
1,0.265709,6.29289,4.17198
1,0.265709,6.29289,4.17198
1,0.265072,6.2778,4.1709
1,0.265072,6.2778,4.1709
1,0.264513,6.26454,4.17003
1,0.264513,6.26454,4.17003
1,0.264003,6.25249,4.16915
1,0.264003,6.25249,4.16915
1,0.263536,6.24142,4.16825
1,0.263536,6.24142,4.16825
1,0.26312,6.23156,4.16743
1,0.26312,6.23156,4.16743
1,0.262782,6.22355,4.16711
1,0.262782,6.22355,4.16711
1,0.262505,6.217,4.16691
1,0.262505,6.217,4.16691
1,0.262275,6.21155,4.16665
1,0.262275,6.21155,4.16665
1,0.262102,6.20745,4.16676
1,0.262102,6.20745,4.16676
1,0.261987,6.20473,4.16733
1,0.261987,6.20473,4.16733
1,0.261911,6.20293,4.16784
1,0.261911,6.20293,4.16784
1,0.261861,6.20174,4.16826
1,0.261861,6.20174,4.16826
1,0.261827,6.20093,4.16855
1,0.261827,6.20093,4.16855
1,0.261816,6.20069,4.16886
1,0.261816,6.20069,4.16886
1,0.261836,6.20115,4.1694
1,0.261836,6.20115,4.1694
1,0.261854,6.20158,4.16982
1,0.261854,6.20158,4.16982
1,0.261852,6.20153,4.16993
1,0.261852,6.20153,4.16993
1,0.261837,6.20116,4.16986
1,0.261837,6.20116,4.16986
1,0.261817,6.20071,4.16971
1,0.261817,6.20071,4.16971
1,0.261792,6.20012,4.16956
1,0.261792,6.20012,4.16956
1,0.261776,6.19973,4.16945
1,0.261776,6.19973,4.16945
1,0.2618,6.20031,4.16978
1,0.2618,6.20031,4.16978
1,0.261816,6.20068,4.16991
1,0.261816,6.20068,4.16991
1,0.26181,6.20054,4.16982
1,0.26181,6.20054,4.16982
1,0.261799,6.20028,4.16973
1,0.261799,6.20028,4.16973
1,0.261814,6.20063,4.1703
1,0.261814,6.20063,4.1703
1,0.261787,6.19999,4.17041
1,0.261787,6.19999,4.17041
1,0.261708,6.19812,4.17007
1,0.261708,6.19812,4.17007
1,0.261594,6.19542,4.16943
1,0.261594,6.19542,4.16943
1,0.261477,6.19264,4.16919
1,0.261477,6.19264,4.16919
1,0.261348,6.18959,4.16917
1,0.261348,6.18959,4.16917
1,0.26116,6.18514,4.16873
1,0.26116,6.18514,4.16873
1,0.260908,6.17916,4.16825
1,0.260908,6.17916,4.16825
1,0.260577,6.17134,4.16744
1,0.260577,6.17134,4.16744
1,0.260168,6.16166,4.1662
1,0.260168,6.16166,4.1662
1,0.259705,6.15067,4.16515
1,0.259705,6.15067,4.16515
1,0.259149,6.13753,4.16394
1,0.259149,6.13753,4.16394
1,0.25844,6.12073,4.16197
1,0.25844,6.12073,4.16197
1,0.257556,6.09978,4.15935
1,0.257556,6.09978,4.15935
1,0.256484,6.0744,4.15632
1,0.256484,6.0744,4.15632
1,0.25518,6.04352,4.15257
1,0.25518,6.04352,4.15257
1,0.253657,6.00744,4.14852
1,0.253657,6.00744,4.14852
1,0.251891,5.96562,4.1441
1,0.251891,5.96562,4.1441
1,0.249835,5.91694,4.13852
1,0.249835,5.91694,4.13852
1,0.247667,5.86558,4.13278
1,0.247667,5.86558,4.13278
1,0.245934,5.82454,4.12964
1,0.245934,5.82454,4.12964
0.823671,0.937818,18.3865,6.13479
0.823671,0.937818,18.3865,6.13479
0.79817,0.948023,18.3129,6.33604
0.79817,0.948023,18.3129,6.33604
0.76718,0.906992,17.1483,6.49237
0.76718,0.906992,17.1483,6.49237
0.742873,0.877803,16.3014,6.62889
0.742873,0.877803,16.3014,6.62889
0.725118,0.855563,15.6308,6.72208
0.725118,0.855563,15.6308,6.72208
0.713567,0.841428,15.2277,6.77759
0.713567,0.841428,15.2277,6.77759
0.712581,0.846124,15.3515,6.78708
0.712581,0.846124,15.3515,6.78708
0.720002,0.855945,15.6705,6.73474
0.720002,0.855945,15.6705,6.73474
0.730388,0.868688,16.1095,6.66951
0.730388,0.868688,16.1095,6.66951
0.739914,0.877988,16.4725,6.6042
0.739914,0.877988,16.4725,6.6042
0.746837,0.881895,16.6949,6.56123
0.746837,0.881895,16.6949,6.56123
0.750523,0.88247,16.7824,6.53641
0.750523,0.88247,16.7824,6.53641
0.752233,0.880572,16.7969,6.52273
0.752233,0.880572,16.7969,6.52273
0.755041,0.882234,16.8975,6.5045
0.755041,0.882234,16.8975,6.5045
0.760317,0.887751,17.0936,6.46736
0.760317,0.887751,17.0936,6.46736
0.764504,0.892604,17.2482,6.44049
0.764504,0.892604,17.2482,6.44049
0.766611,0.895118,17.2989,6.43104
0.766611,0.895118,17.2989,6.43104
0.76627,0.895904,17.3101,6.43955
0.76627,0.895904,17.3101,6.43955
0.763556,0.895,17.2707,6.46508
0.763556,0.895,17.2707,6.46508
0.76003,0.893884,17.2002,6.49162
0.76003,0.893884,17.2002,6.49162
0.757566,0.896353,17.2188,6.50893
0.757566,0.896353,17.2188,6.50893
0.756881,0.9038,17.3768,6.52306
0.756881,0.9038,17.3768,6.52306
0.755516,0.912629,17.5362,6.5488
0.755516,0.912629,17.5362,6.5488
0.753349,0.921991,17.667,6.57837
0.753349,0.921991,17.667,6.57837
0.751345,0.930386,17.7909,6.60273
0.751345,0.930386,17.7909,6.60273
0.749248,0.937533,17.92,6.63003
0.749248,0.937533,17.92,6.63003
0.74821,0.944887,18.0712,6.64853
0.74821,0.944887,18.0712,6.64853
0.747798,0.95207,18.2214,6.66451
0.747798,0.95207,18.2214,6.66451
0.746832,0.958789,18.3408,6.68609
0.746832,0.958789,18.3408,6.68609
0.746044,0.965895,18.4629,6.70582
0.746044,0.965895,18.4629,6.70582
0.746023,0.973869,18.6166,6.71981
0.746023,0.973869,18.6166,6.71981
0.747758,0.981989,18.7849,6.7215
0.747758,0.981989,18.7849,6.7215
0.749969,0.990204,18.9605,6.71695
0.749969,0.990204,18.9605,6.71695
0.751315,0.996626,19.1048,6.71499
0.751315,0.996626,19.1048,6.71499
0.751796,1.00232,19.2261,6.71972
0.751796,1.00232,19.2261,6.71972
0.751732,1.00785,19.3366,6.72754
0.751732,1.00785,19.3366,6.72754
0.751942,1.01273,19.4378,6.72987
0.751942,1.01273,19.4378,6.72987
0.752754,1.01614,19.5245,6.72556
0.752754,1.01614,19.5245,6.72556
0.753974,1.01798,19.5863,6.71749
0.753974,1.01798,19.5863,6.71749
0.755547,1.01926,19.636,6.70581
0.755547,1.01926,19.636,6.70581
0.757014,1.02055,19.6786,6.69727
0.757014,1.02055,19.6786,6.69727
0.759597,1.02067,19.7193,6.67326
0.759597,1.02067,19.7193,6.67326
0.76226,1.02166,19.7874,6.65124
0.76226,1.02166,19.7874,6.65124
0.764827,1.02269,19.8553,6.62983
0.764827,1.02269,19.8553,6.62983
0.766247,1.02136,19.8549,6.61817
0.766247,1.02136,19.8549,6.61817
0.766847,1.01671,19.7682,6.60926
0.766847,1.01671,19.7682,6.60926
0.767416,1.0111,19.6707,6.59585
0.767416,1.0111,19.6707,6.59585
0.767802,1.00441,19.5628,6.5805
0.767802,1.00441,19.5628,6.5805
0.768067,0.996247,19.431,6.56462
0.768067,0.996247,19.431,6.56462
0.768589,0.987354,19.2871,6.54786
0.768589,0.987354,19.2871,6.54786
0.769501,0.977658,19.1253,6.52763
0.769501,0.977658,19.1253,6.52763
0.770509,0.967777,18.9529,6.50601
0.770509,0.967777,18.9529,6.50601
0.772292,0.958547,18.8029,6.47905
0.772292,0.958547,18.8029,6.47905
0.774236,0.949776,18.6709,6.45243
0.774236,0.949776,18.6709,6.45243
0.776332,0.941582,18.5508,6.42516
0.776332,0.941582,18.5508,6.42516
0.778754,0.933778,18.4422,6.39493
0.778754,0.933778,18.4422,6.39493
0.781396,0.926032,18.3429,6.36106
0.781396,0.926032,18.3429,6.36106
0.784046,0.918406,18.2524,6.32542
0.784046,0.918406,18.2524,6.32542
0.786409,0.910529,18.1519,6.29145
0.786409,0.910529,18.1519,6.29145
0.788509,0.902945,18.0453,6.26243
0.788509,0.902945,18.0453,6.26243
0.790964,0.895758,17.9384,6.2346
0.790964,0.895758,17.9384,6.2346
0.792569,0.888647,17.8287,6.21078
0.792569,0.888647,17.8287,6.21078
0.793802,0.881285,17.7099,6.18984
0.793802,0.881285,17.7099,6.18984
0.794812,0.873293,17.5732,6.16892
0.794812,0.873293,17.5732,6.16892
0.796061,0.863667,17.4081,6.14204
0.796061,0.863667,17.4081,6.14204
0.797832,0.852449,17.2158,6.10949
0.797832,0.852449,17.2158,6.10949
0.799415,0.840083,16.9948,6.07972
0.799415,0.840083,16.9948,6.07972
0.800848,0.827359,16.7608,6.05003
0.800848,0.827359,16.7608,6.05003
0.802584,0.81516,16.5422,6.01743
0.802584,0.81516,16.5422,6.01743
0.804391,0.804074,16.3477,5.98682
0.804391,0.804074,16.3477,5.98682
0.806437,0.793273,16.1595,5.95413
0.806437,0.793273,16.1595,5.95413
0.808185,0.782291,15.9662,5.92608
0.808185,0.782291,15.9662,5.92608
0.809748,0.771922,15.7771,5.90232
0.809748,0.771922,15.7771,5.90232
0.811793,0.762517,15.6013,5.87626
0.811793,0.762517,15.6013,5.87626
0.814029,0.753121,15.4285,5.84764
0.814029,0.753121,15.4285,5.84764
0.815719,0.743744,15.2514,5.82352
0.815719,0.743744,15.2514,5.82352
0.816939,0.734672,15.0756,5.80267
0.816939,0.734672,15.0756,5.80267
0.817984,0.725817,14.9004,5.78223
0.817984,0.725817,14.9004,5.78223
0.819442,0.716782,14.7293,5.75718
0.819442,0.716782,14.7293,5.75718
0.820709,0.708161,14.5685,5.73833
0.820709,0.708161,14.5685,5.73833
0.821797,0.699816,14.4107,5.71992
0.821797,0.699816,14.4107,5.71992
0.822919,0.691681,14.2611,5.70139
0.822919,0.691681,14.2611,5.70139
0.824063,0.684657,14.1321,5.68474
0.824063,0.684657,14.1321,5.68474
0.82542,0.67921,14.0362,5.66998
0.82542,0.67921,14.0362,5.66998
0.826683,0.674061,13.9509,5.65508
0.826683,0.674061,13.9509,5.65508
0.826989,0.668406,13.8474,5.64464
0.826989,0.668406,13.8474,5.64464
0.827416,0.663791,13.7622,5.63691
0.827416,0.663791,13.7622,5.63691
0.828522,0.659851,13.6933,5.62618
0.828522,0.659851,13.6933,5.62618
0.830197,0.656658,13.6492,5.61014
0.830197,0.656658,13.6492,5.61014
0.83139,0.654454,13.6228,5.6013
0.83139,0.654454,13.6228,5.6013
0.832611,0.652649,13.6018,5.58997
0.832611,0.652649,13.6018,5.58997
0.83327,0.65091,13.5798,5.58404
0.83327,0.65091,13.5798,5.58404
0.834013,0.649747,13.5723,5.57849
0.834013,0.649747,13.5723,5.57849
0.835164,0.648882,13.5692,5.57061
0.835164,0.648882,13.5692,5.57061
0.836093,0.64775,13.5549,5.56531
0.836093,0.64775,13.5549,5.56531
0.837014,0.646365,13.5332,5.55959
0.837014,0.646365,13.5332,5.55959
0.838192,0.645436,13.5181,5.55423
0.838192,0.645436,13.5181,5.55423
0.839318,0.644858,13.5035,5.54833
0.839318,0.644858,13.5035,5.54833
0.840487,0.644292,13.495,5.54076
0.840487,0.644292,13.495,5.54076
0.84239,0.644731,13.5167,5.53129
0.84239,0.644731,13.5167,5.53129
0.843724,0.646123,13.5583,5.52854
0.843724,0.646123,13.5583,5.52854
0.845616,0.648192,13.6198,5.52101
0.845616,0.648192,13.6198,5.52101
0.847136,0.650168,13.673,5.51867
0.847136,0.650168,13.673,5.51867
0.848306,0.652371,13.73,5.51866
0.848306,0.652371,13.73,5.51866
0.848773,0.654939,13.7805,5.52816
0.848773,0.654939,13.7805,5.52816
0.85012,0.658498,13.8608,5.53163
0.85012,0.658498,13.8608,5.53163
0.852552,0.662289,13.9593,5.52609
0.852552,0.662289,13.9593,5.52609
0.854343,0.665338,14.0428,5.52675
0.854343,0.665338,14.0428,5.52675
0.85514,0.668454,14.1172,5.53756
0.85514,0.668454,14.1172,5.53756
0.855898,0.672078,14.1983,5.54762
0.855898,0.672078,14.1983,5.54762
0.858705,0.677215,14.33,5.54401
0.858705,0.677215,14.33,5.54401
0.862728,0.684265,14.5255,5.53693
0.862728,0.684265,14.5255,5.53693
0.866264,0.691647,14.7165,5.5334
0.866264,0.691647,14.7165,5.5334
0.869154,0.698495,14.8776,5.53043
0.869154,0.698495,14.8776,5.53043
0.871878,0.7062,15.0693,5.53158
0.871878,0.7062,15.0693,5.53158
0.874001,0.713923,15.2575,5.53443
0.874001,0.713923,15.2575,5.53443
0.874656,0.72209,15.4357,5.54953
0.874656,0.72209,15.4357,5.54953
0.877317,0.731817,15.6689,5.54936
0.877317,0.731817,15.6689,5.54936
0.878657,0.739716,15.8614,5.55772
0.878657,0.739716,15.8614,5.55772
0.881036,0.747986,16.0612,5.56009
0.881036,0.747986,16.0612,5.56009
0.885982,0.759638,16.3799,5.55254
0.885982,0.759638,16.3799,5.55254
0.890839,0.771677,16.7137,5.55078
0.890839,0.771677,16.7137,5.55078
0.896392,0.784563,17.0894,5.54522
0.896392,0.784563,17.0894,5.54522
0.903299,0.799605,17.5366,5.54463
0.903299,0.799605,17.5366,5.54463
0.91507,0.813862,18.0191,5.5098
0.91507,0.813862,18.0191,5.5098
0.927062,0.824799,18.4134,5.4695
0.927062,0.824799,18.4134,5.4695
0.93718,0.833287,18.7428,5.4364
0.93718,0.833287,18.7428,5.4364
0.944188,0.835256,18.8861,5.41109
0.944188,0.835256,18.8861,5.41109
0.951527,0.830592,18.8798,5.37087
0.951527,0.830592,18.8798,5.37087
0.959528,0.82269,18.8149,5.32366
0.959528,0.82269,18.8149,5.32366
0.966766,0.813307,18.7073,5.27572
0.966766,0.813307,18.7073,5.27572
0.971777,0.797332,18.4179,5.23126
0.971777,0.797332,18.4179,5.23126
0.975595,0.780323,18.0802,5.18966
0.975595,0.780323,18.0802,5.18966
0.98,0.759796,17.666,5.13975
0.98,0.759796,17.666,5.13975
0.984553,0.739851,17.2667,5.09064
0.984553,0.739851,17.2667,5.09064
0.989431,0.722282,16.9303,5.04305
0.989431,0.722282,16.9303,5.04305
0.991969,0.699021,16.4229,4.9973
0.991969,0.699021,16.4229,4.9973
